product_id,category_code,brand
8800773,electronics.telephone,nokia
1004246,electronics.smartphone,apple
13800054,furniture.bathroom.toilet,santeri
3300314,,moulinex
4100305,,sony
41300138,,arena
6200690,appliances.environment.air_heater,oasis
3600163,appliances.kitchen.washer,indesit
12300632,construction.tools.drill,bosch
6000229,auto.accessories.alarm,starline
3600661,appliances.kitchen.washer,samsung
1004599,electronics.smartphone,nokia
12800417,,kingston
34800153,,
3700766,appliances.environment.vacuum,samsung
1005165,electronics.smartphone,xiaomi
15100100,,
5100337,electronics.clocks,apple
4804409,electronics.audio.headphone,elari
4804055,electronics.audio.headphone,apple
1005008,electronics.smartphone,xiaomi
8400069,apparel.sock,
2701646,appliances.kitchen.refrigerators,indesit
5700619,auto.accessories.player,jvc
1004625,electronics.smartphone,fly
19400031,,candy
15700108,,
1004833,electronics.smartphone,samsung
15100095,,sv
1003363,electronics.smartphone,apple
12600003,appliances.kitchen.grill,maxwell
1201496,electronics.tablet,prestigio
15300165,,transcend
26402365,,lucente
15700204,,sv
1002524,electronics.smartphone,apple
1307301,computers.notebook,lenovo
12300066,construction.tools.drill,bosch
34800167,,
22700076,,stels
2701657,appliances.kitchen.refrigerators,beko
45600377,apparel.shoes,
19002624,,gran-stone
26500134,,lucente
1004530,electronics.smartphone,samsung
4600542,appliances.kitchen.dishwasher,beko
26300080,,lucente
31501044,,luminarc
1003535,electronics.smartphone,samsung
1004853,electronics.smartphone,meizu
2701732,appliances.kitchen.refrigerators,lg
8700483,appliances.personal.hair_cutter,moser
15100370,,
26500002,,vega
43900051,,bosch
26300078,,lucente
3601244,appliances.kitchen.washer,lg
45600771,apparel.shoes,
12100784,kids.skates,kugoo
1004433,electronics.smartphone,samsung
28717124,apparel.shoes.keds,respect
1004776,electronics.smartphone,xiaomi
15700181,,
3601485,appliances.kitchen.washer,lg
34800175,,
16900137,furniture.kitchen.table,
1004957,electronics.smartphone,xiaomi
17300136,,montale
34800106,,
15700036,,
12709556,,viatti
2600164,,
37000014,,
1004834,electronics.smartphone,samsung
26400193,,
15100350,,
1307240,computers.notebook,asus
26204060,,
23800009,,vegas
18000919,,samsung
1004741,electronics.smartphone,xiaomi
4300149,,polaris
1003769,electronics.smartphone,huawei
4804056,electronics.audio.headphone,apple
1003312,electronics.smartphone,apple
41900001,appliances.environment.vacuum,
6200292,appliances.environment.air_heater,elenberg
45900026,,sly
15800012,,bosch
4400250,appliances.kitchen.coffee_machine,delonghi
30700012,,viking
1002535,electronics.smartphone,apple
31500291,,luminarc
26010220,,
26203366,,
16400155,,nadoba
26300103,,lucente
15300152,,samsung
6200687,appliances.environment.air_heater,oasis
1801690,electronics.video.tv,samsung
28712566,apparel.shoes,respect
12700182,,viatti
22700127,,stels
3700779,appliances.environment.vacuum,xiaomi
37000006,,x-game
30700000,,viking
3601524,appliances.kitchen.washer,samsung
4300266,,vitek
26200395,,
1004766,electronics.smartphone,samsung
15700033,,
15300180,,samsung
31500231,,luminarc
16800039,furniture.kitchen.table,sv
1004794,electronics.smartphone,xiaomi
4200541,appliances.environment.air_conditioner,elenberg
5700518,auto.accessories.player,
1480163,computers.desktop,acer
31500151,,luminarc
19002623,,gran-stone
1004863,electronics.smartphone,samsung
30700003,,viking
1306797,computers.notebook,acer
12704350,,viatti
15200134,,racer
5800645,electronics.audio.subwoofer,kicx
26300094,,lucente
4803976,electronics.audio.headphone,samsung
4100219,,microsoft
26800013,,housefit
15100007,,mystar
1480558,computers.desktop,netechnics
26203385,,
49100005,,laston
2601340,,hp
19001214,,gran-stone
34800198,,
5100737,electronics.clocks,samsung
15100310,,
12701982,,cordiant
1480607,computers.desktop,pulser
3600666,appliances.kitchen.washer,samsung
24100257,,
15700041,,
26800007,,housefit
3100871,appliances.kitchen.blender,vitek
8500097,,bosch
2702351,appliances.kitchen.refrigerators,midea
5000753,appliances.sewing_machine,janome
27000002,sport.trainer,housefit
1004872,electronics.smartphone,samsung
24100265,,
3600231,appliances.kitchen.washer,midea
4802036,electronics.audio.headphone,apple
3601427,appliances.kitchen.washer,lg
2300294,electronics.camera.video,gopro
3200144,appliances.kitchen.meat_grinder,panasonic
6700946,computers.components.videocards,asus
1306183,computers.notebook,acer
3601537,appliances.kitchen.washer,samsung
4200544,appliances.environment.air_conditioner,elenberg
26204072,,
28101496,,erdenet
16800032,furniture.kitchen.table,bts
26203380,,
26300082,,lucente
6200284,appliances.environment.air_heater,tefal
46800023,appliances.kitchen.refrigerators,dometic
2701727,appliances.kitchen.refrigerators,beko
17301529,,
3900339,appliances.environment.water_heater,aqua
15700018,,
9300040,,lg
4201230,appliances.environment.air_conditioner,tcl
17700280,,academie
1480509,computers.desktop,pulser
30400012,,carver
4100348,,sega
1004932,electronics.smartphone,vivo
1801581,electronics.video.tv,yasin
26400217,,
6700998,computers.components.videocards,gigabyte
1480161,computers.desktop,acer
3200173,appliances.kitchen.meat_grinder,
1005144,electronics.smartphone,apple
8500288,,rinnai
28101121,,
3600182,appliances.kitchen.washer,midea
15100110,,
1004501,electronics.smartphone,oppo
28717380,apparel.shoes.keds,
4200706,appliances.environment.air_conditioner,almacom
17200570,furniture.living_room.sofa,
6200971,appliances.environment.air_heater,willmark
1004935,electronics.smartphone,vivo
28101000,,
30000109,construction.tools.welding,laston
2601810,,artel
15800006,,karcher
30000134,construction.tools.welding,magnetta
1306650,computers.notebook,acer
30700007,,bosch
4700645,auto.accessories.videoregister,fujida
5800792,electronics.audio.subwoofer,
1004750,electronics.smartphone,samsung
1401577,computers.desktop,apple
17301192,,lanvin
15700096,,
28101606,,
1004902,electronics.smartphone,oppo
16900023,furniture.kitchen.table,brw
1004740,electronics.smartphone,xiaomi
34200115,,toro
26402747,,
1480675,computers.desktop,hp
12600015,appliances.kitchen.grill,vitek
6301985,appliances.kitchen.kettle,dauscher
1004655,electronics.smartphone,samsung
22700065,,aeroforce
12718062,,
16400165,,verloni
2602038,,bosch
15700074,,
25400114,,internedoors
17300765,,lanvin
1480608,computers.desktop,pulser
15100371,,sv
1201448,electronics.tablet,apple
7100889,furniture.bedroom.bed,
16400243,,granhel
3500009,,bosch
3901101,appliances.environment.water_heater,ariston
22700084,,force
30400011,,carver
1480598,computers.desktop,smart
1201297,electronics.tablet,apple
5700384,auto.accessories.player,pioneer
1800930,electronics.video.tv,sony
29200010,,bosch
13300584,,askona
1307179,computers.notebook,lenovo
10503186,,besty
14701532,furniture.living_room.cabinet,
30000003,construction.tools.welding,huter
5600042,appliances.environment.air_heater,electrolux
1480428,computers.desktop,acer
8500086,,hubert
1801860,electronics.video.tv,kivi
26600075,,lucente
3701377,appliances.environment.vacuum,xiaomi
1480160,computers.desktop,acer
25510082,,gerat
1801543,electronics.video.tv,lg
25400008,,
5801510,electronics.audio.subwoofer,alphard
1401129,computers.desktop,remix
12705818,,hifly
1201389,electronics.tablet,apple
1004788,electronics.smartphone,xiaomi
4803879,electronics.audio.headphone,xiaomi
1004161,electronics.smartphone,xiaomi
1306746,computers.notebook,lenovo
5800560,electronics.audio.subwoofer,pride
1004139,electronics.smartphone,xiaomi
3701084,appliances.environment.vacuum,xiaomi
26300032,,lucente
28401058,accessories.bag,karya
1004034,electronics.smartphone,xiaomi
5100845,electronics.clocks,xiaomi
4400495,appliances.kitchen.coffee_machine,redmond
2900200,appliances.kitchen.microwave,lg
3900591,appliances.environment.water_heater,electrolux
12703816,,nexen
1005021,electronics.smartphone,oppo
16800158,furniture.kitchen.table,
1005006,electronics.smartphone,xiaomi
2900569,appliances.kitchen.microwave,lg
13200667,furniture.bedroom.bed,bts
23301159,,
1306405,computers.notebook,lenovo
1005104,electronics.smartphone,apple
26200073,,
1201472,electronics.tablet,samsung
1004467,electronics.smartphone,doogee
1004288,electronics.smartphone,bq
1004669,electronics.smartphone,xiaomi
15100031,,
1004848,electronics.smartphone,huawei
26400195,,
2701627,appliances.kitchen.refrigerators,lg
5400870,,svc
26402906,,
12703118,,maxxis
1004837,electronics.smartphone,xiaomi
1003852,electronics.smartphone,samsung
1306776,computers.notebook,lenovo
12708296,,matador
3601405,appliances.kitchen.washer,beko
10700979,,
1801858,electronics.video.tv,tcl
2800007,appliances.kitchen.refrigerators,atlant
21411198,electronics.clocks,
2701731,appliances.kitchen.refrigerators,lg
1004835,electronics.smartphone,samsung
17302628,,chanel
1004250,electronics.smartphone,apple
12717696,,pirelli
4800586,electronics.audio.headphone,plantronics
9200581,computers.peripherals.keyboard,rapoo
1004897,electronics.smartphone,huawei
18001454,,samsung
9200566,computers.peripherals.keyboard,
1004768,electronics.smartphone,samsung
1004434,electronics.smartphone,samsung
22000113,,coleman
17300783,,montale
1004133,electronics.smartphone,xiaomi
26300083,,lucente
2601936,,dauscher
26300105,,lucente
1005014,electronics.smartphone,samsung
4802974,electronics.audio.headphone,kingston
2601299,,dauscher
26200088,,
1004748,electronics.smartphone,huawei
20700008,apparel.shoes,
12703406,,maxxis
1003636,electronics.smartphone,xiaomi
5100376,electronics.clocks,xiaomi
1003319,electronics.smartphone,apple
5000575,appliances.sewing_machine,janome
19100221,construction.tools.saw,bosch
19100086,construction.tools.saw,ryobi
25800000,medicine.tools.tonometer,omron
1004839,electronics.smartphone,oppo
1802005,electronics.video.tv,lg
1004857,electronics.smartphone,samsung
2601279,,beko
3300497,,polaris
26000613,,
6500533,computers.components.motherboard,asus
13100411,,
1004795,electronics.smartphone,xiaomi
17800106,computers.desktop,dxracer
18000053,,samsung
21406809,electronics.clocks,
39900005,apparel.trousers,
18500019,electronics.tablet,wacom
1004663,electronics.smartphone,samsung
21401225,electronics.clocks,casio
1004843,electronics.smartphone,meizu
1801892,electronics.video.tv,yasin
17300768,,
19200006,construction.tools.saw,ivt
13100841,,skad
5701149,auto.accessories.player,
26200403,,
8700212,appliances.personal.hair_cutter,philips
1005066,electronics.smartphone,xiaomi
1005116,electronics.smartphone,apple
13103929,,kipardo
22700096,,
1701268,computers.peripherals.monitor,aoc
3500168,,bosch
2501614,appliances.kitchen.oven,redmond
26401640,,
14300312,electronics.audio.music_tools.piano,m-audio
8500182,,unilux
26200038,,
21408616,electronics.clocks,
4804177,electronics.audio.headphone,xiaomi
26402918,,
17200446,furniture.living_room.sofa,
1004665,electronics.smartphone,samsung
29502487,,mammut
1003983,electronics.smartphone,huawei
29502084,,biotech
1004781,electronics.smartphone,huawei
17300355,,creed
2201036,,canon
1004528,electronics.smartphone,samsung
26401407,,lucente
4804418,electronics.audio.headphone,sony
1004565,electronics.smartphone,huawei
5100718,electronics.clocks,samsung
1004254,electronics.smartphone,apple
1801881,electronics.video.tv,samsung
2501143,appliances.kitchen.oven,artel
26400264,,
5300494,,vitek
24400222,,kerastase
26300092,,lucente
12500527,,crown
1003746,electronics.smartphone,sony
12500271,,makita
3601494,appliances.kitchen.washer,beko
1005140,electronics.smartphone,apple
1004708,electronics.smartphone,huawei
1306608,computers.notebook,lenovo
8700318,appliances.personal.hair_cutter,braun
8500067,,teploross
1004235,electronics.smartphone,apple
1004937,electronics.smartphone,vivo
1700998,computers.peripherals.monitor,hp
9101034,computers.peripherals.mouse,logitech
4803977,electronics.audio.headphone,samsung
1005107,electronics.smartphone,apple
4000169,construction.tools.generator,tefal
3701239,appliances.environment.vacuum,arnica
6701118,computers.components.videocards,powercolor
34700030,,
3600165,appliances.kitchen.washer,indesit
1801623,electronics.video.tv,lg
5900032,,garmin
1002628,electronics.smartphone,apple
15700006,,bts
21410925,electronics.clocks,
1005124,electronics.smartphone,apple
1002995,electronics.smartphone,apple
21400996,electronics.clocks,casio
12718025,,roadstone
34200027,,toro
1004059,electronics.smartphone,xiaomi
1003050,electronics.smartphone,samsung
1307074,computers.notebook,acer
40200415,,tarkett
12200907,sport.bicycle,torrent
17200215,furniture.living_room.sofa,
22700435,,bosch
5100574,electronics.clocks,apple
1005158,electronics.smartphone,xiaomi
12706621,,nokian
21409330,electronics.clocks,casio
28705361,apparel.shoes,rooman
22700524,,force
15100009,,
12704403,,yokohama
1700934,computers.peripherals.monitor,hp
6301984,appliances.kitchen.kettle,dauscher
4700630,auto.accessories.videoregister,
16600180,,
1004840,electronics.smartphone,huawei
26025655,,
5100835,,xiaomi
12000059,,
1701031,computers.peripherals.monitor,qmax
21407401,electronics.clocks,tissot
8901658,kids.toys,alilo
12705542,,viatti
26700034,,marshall
27400065,,
5100702,electronics.clocks,garmin
13700159,,erlit
4803710,electronics.audio.headphone,meizu
13700226,,domani-spa
13103842,,pdw
1004247,electronics.smartphone,apple
18000964,,samsung
9101345,computers.peripherals.mouse,logitech
16600063,,
3100541,appliances.kitchen.blender,polaris
1005166,electronics.smartphone,xiaomi
15901906,,dauscher
2700187,appliances.kitchen.refrigerators,
12715359,,comforser
12704057,,triangle
1005156,electronics.smartphone,xiaomi
18001068,,samsung
1005074,electronics.smartphone,samsung
1004884,electronics.smartphone,asus
5100577,electronics.clocks,samsung
48000009,,technomax
26018541,,
5100743,electronics.clocks,honor
4700388,auto.accessories.videoregister,prestigio
1480712,computers.desktop,pulser
26402619,,
13300462,,casper
1005122,electronics.smartphone,apple
15800120,,huter
1500259,computers.peripherals.printer,epson
1004393,electronics.smartphone,sony
1801542,electronics.video.tv,lg
1801382,electronics.video.tv,toshiba
1004709,electronics.smartphone,huawei
6301983,appliances.kitchen.kettle,dauscher
9101173,computers.peripherals.mouse,kingston
28710801,apparel.shoes,respect
17300059,,
1004238,electronics.smartphone,apple
12711476,,yokohama
26601440,,
38900016,,
1004903,electronics.smartphone,huawei
12717054,,comforser
1004227,electronics.smartphone,apple
16500000,,omron
28100119,,
1307188,computers.notebook,hp
6000157,auto.accessories.alarm,starline
32900083,accessories.bag,a-elita
15901671,,
5701166,auto.accessories.player,
37800028,,carters
6201019,appliances.environment.air_heater,
1480708,computers.desktop,pulser
1004225,electronics.smartphone,apple
12300850,construction.tools.drill,
28717145,apparel.shoes.keds,fassen
12900309,stationery.cartrige,hp
13800042,furniture.bathroom.toilet,cersanit
12718187,,hilo
4700478,auto.accessories.videoregister,sho-me
19300021,appliances.ironing_board,perilla
1004749,electronics.smartphone,samsung
5701037,auto.accessories.player,swat
12711192,,triangle
15100072,,imperial
28715121,apparel.shoes.keds,baden
9600059,,fly
16500007,,omron
21408246,electronics.clocks,tissot
15100148,,lider
12719868,,roadx
13400310,,
12709740,,yokohama
1004496,electronics.smartphone,meizu
1005019,electronics.smartphone,nokia
5100566,electronics.clocks,apple
13300218,,
4600535,appliances.kitchen.dishwasher,dauscher
13104928,,kipardo
6200326,appliances.environment.air_heater,electrolux
15900112,,rondell
2800587,appliances.kitchen.refrigerators,indesit
1005132,electronics.smartphone,apple
14100635,electronics.audio.acoustic,denn
42800008,construction.tools.saw,makita
41800011,,prologic
1004871,electronics.smartphone,samsung
3300495,,dauscher
28717127,apparel.shoes.keds,respect
6201016,appliances.environment.air_heater,
1701448,computers.peripherals.monitor,samsung
12709321,,triangle
1480018,computers.desktop,
25700156,,brw
42300004,furniture.living_room.cabinet,sv
23000192,,toyota
28712684,apparel.shoes,marcomen
25800005,medicine.tools.tonometer,omron
16500005,,omron
1003315,electronics.smartphone,apple
6302037,appliances.kitchen.kettle,dauscher
12300451,construction.tools.drill,crown
10700177,,sony
19300039,appliances.ironing_board,nika
42800003,construction.tools.saw,makita
1200947,electronics.tablet,samsung
1801955,electronics.video.tv,sony
1003991,electronics.smartphone,lg
9300035,,lg
1500451,computers.peripherals.printer,
35700017,appliances.kitchen.kettle,
4800236,electronics.audio.headphone,samsung
3601515,appliances.kitchen.washer,samsung
1003934,electronics.smartphone,lg
14100113,electronics.audio.acoustic,fender
13700009,,erlit
12716818,,maxxis
1002633,electronics.smartphone,apple
1004727,electronics.smartphone,sony
12300842,construction.tools.drill,crown
2601413,,artel
16700605,furniture.kitchen.chair,zeta
15100183,,ostamebel
37800027,,carters
1004536,electronics.smartphone,huawei
3701359,appliances.environment.vacuum,bosch
12707674,,cordiant
25510241,,gerat
4801946,electronics.audio.headphone,apple
27700956,construction.tools.pump,greenpro
1004147,electronics.smartphone,xiaomi
3900003,appliances.environment.water_heater,ariston
19300096,appliances.ironing_board,nika
15901903,,ikea
2800511,appliances.kitchen.refrigerators,hansa
21404417,electronics.clocks,
12707959,,bridgestone
12500753,,alteco
13400622,,bts
1004253,electronics.smartphone,apple
26015387,,
16300056,,
5300032,,rowenta
1480519,computers.desktop,pulser
37200048,,carters
1003714,electronics.smartphone,samsung
13800084,furniture.bathroom.toilet,cersanit
1005002,electronics.smartphone,huawei
14200041,,fender
21401322,electronics.clocks,casio
6000197,auto.accessories.alarm,starline
13300558,,sonel
1002527,electronics.smartphone,apple
1003879,electronics.smartphone,huawei
2600801,,darina
17301421,,givenchy
6301554,appliances.kitchen.kettle,maxwell
1201432,electronics.tablet,microsoft
13101215,,skad
21409662,electronics.clocks,tissot
6000271,auto.accessories.alarm,tomahawk
38900027,,
28717050,apparel.shoes.keds,strobbs
21405925,electronics.clocks,dkny
4700419,auto.accessories.videoregister,sho-me
1700018,computers.peripherals.monitor,acer
6701038,computers.components.videocards,gigabyte
1005139,electronics.smartphone,apple
14200386,,fender
12710326,,yokohama
1003712,electronics.smartphone,samsung
12301368,construction.tools.drill,dewalt
1005003,electronics.smartphone,huawei
28719273,apparel.shoes,rieker
27900032,,
5100564,electronics.clocks,samsung
23000199,,mobil
24900206,,
2601915,,artel
4803682,electronics.audio.headphone,kingston
5100551,electronics.clocks,xiaomi
1480725,computers.desktop,pulser
12720166,,aoteli
12709927,,maxxis
19100075,construction.tools.saw,
28400775,accessories.bag,baden
1003316,electronics.smartphone,apple
12700096,,nokian
13300550,,swisshome
13400652,,
19300027,appliances.ironing_board,nika
8500143,,navien
4800584,electronics.audio.headphone,samsung
12712333,,toyo
1500021,computers.peripherals.printer,epson
12703209,,cordiant
22700078,,stels
28716983,apparel.shoes.keds,respect
1004210,electronics.smartphone,samsung
21400513,electronics.clocks,casio
1003798,electronics.smartphone,nokia
15200894,,bars
14200325,,fender
1003311,electronics.smartphone,apple
21405784,electronics.clocks,casio
1480541,computers.desktop,smart
21407102,electronics.clocks,longines
12703498,,cordiant
26200140,,
15100362,,
16300031,,kukmara
9000186,,janome
5400114,,svc
1003768,electronics.smartphone,huawei
3601080,appliances.kitchen.washer,samsung
12707963,,forward
4700581,auto.accessories.videoregister,subini
12500289,,p.i.t.
6301378,appliances.kitchen.kettle,polaris
21400123,electronics.clocks,casio
13800085,furniture.bathroom.toilet,cersanit
21410976,electronics.clocks,
14200400,,fender
19900041,,kabrita
5400748,,svc
26016675,,
1700907,computers.peripherals.monitor,dell
2700185,appliances.kitchen.refrigerators,midea
12705292,,matador
1005084,electronics.smartphone,xiaomi
11300005,electronics.telephone,panasonic
19200081,construction.tools.saw,ken
9400006,,janome
5100798,electronics.clocks,garmin
12703424,,matador
19700100,,nutrilon
3500116,,moulinex
7201773,,lego
29700027,accessories.umbrella,xiaomi
1480394,computers.desktop,alser
1003304,electronics.smartphone,apple
17301642,,
9600100,,syma
1005001,electronics.smartphone,huawei
1005022,electronics.smartphone,oppo
4802400,electronics.audio.headphone,samsung
1004893,electronics.smartphone,nokia
14200395,,fender
21406286,electronics.clocks,
13800030,furniture.bathroom.toilet,santeri
13101252,,skad
34600098,,fenix
19700115,,nestogen
26200214,,
8700331,appliances.personal.hair_cutter,philips
1003770,electronics.smartphone,huawei
19200036,construction.tools.saw,bosch
37500560,,carters
28717895,apparel.shoes,
12400151,construction.tools.drill,bosch
1004805,electronics.smartphone,xiaomi
26000270,,
18900135,electronics.camera.photo,canon
23500017,,arua
3600452,appliances.kitchen.washer,indesit
3601279,appliances.kitchen.washer,samsung
10700158,,
11400268,,xiaomi
49400035,,
32601142,,daiwa
12704781,,nokian
28716522,apparel.shoes,
1002542,electronics.smartphone,apple
1005112,electronics.smartphone,apple
30000186,construction.tools.welding,denzel
28716519,apparel.shoes,
13300774,,rosetta
6600729,computers.components.memory,hyperx
4700569,auto.accessories.videoregister,ibox
28713632,apparel.shoes.moccasins,destra
1003328,electronics.smartphone,nokia
9101020,computers.peripherals.mouse,logitech
1004723,electronics.smartphone,huawei
2800449,appliances.kitchen.refrigerators,
17300615,,montale
6000094,auto.accessories.alarm,starline
1801904,electronics.video.tv,samsung
21410965,electronics.clocks,
4100346,,sony
1201256,electronics.tablet,huawei
6000241,auto.accessories.alarm,starline
26000261,,
28719160,apparel.shoes,salamander
19700027,,nutrilon
1304409,computers.notebook,apple
2602113,,artel
9100636,computers.peripherals.mouse,logitech
1004241,electronics.smartphone,apple
19700134,,nutrilon
2700325,appliances.kitchen.refrigerators,hansa
15901889,,tognana
11500184,,marshall
3601489,appliances.kitchen.washer,samsung
25200369,,deluxe
44000003,apparel.shoes,ersport
5801658,electronics.audio.subwoofer,pride
1005017,electronics.smartphone,huawei
38200061,,
