user_id,product_id,event_type,time_id,price
555447570,28708392,view,92,31.92
514080443,10900026,view,93,40.8
539512263,34700023,view,94,109.4
514336739,1004785,view,94,278.55
554748717,3900990,view,96,122.18
519107250,15100008,view,97,488.82
539194858,10800076,view,98,54.03
544648245,4300070,view,99,38.59
531646433,3900815,view,99,133.82
515511944,1801551,view,101,463.31
538491186,3500210,view,101,90.61
555444559,3900930,view,103,90.32
552783882,1004873,view,103,388.81
514218020,1005115,view,103,975.57
555447493,26200210,view,106,98.84
513664804,3900774,view,106,72.85
543427258,1004158,view,108,952.41
537918940,1801796,view,109,411.83
512742880,1480734,view,109,983.27
512796782,6200688,view,111,28.7
518553316,13100083,view,112,223.94
546089729,1003549,view,113,344.64
555357251,1004720,view,113,130.65
546259103,18000928,view,115,20.57
554610163,4100138,view,115,413.91
512946118,18400215,view,115,231.15
513758741,1004258,view,115,735.05
515630204,27700113,view,119,48.9
516489361,1004870,view,120,286.86
550050854,1306631,view,121,580.89
513457407,1004792,view,121,456.45
554190174,5100855,view,123,617.52
515342595,3701062,view,123,90.07
514336739,1004321,view,125,243.25
514218020,1003317,view,125,957.53
551377651,1003305,view,127,612.43
555217733,3701226,view,127,149.24
543272936,1004856,view,129,130.76
537918940,1004545,view,130,566.01
512742880,1480456,view,130,1016.73
512946118,18400215,view,132,231.15
535055930,28714158,view,132,41.19
555447570,28715758,view,134,107.85
548449430,26200591,view,134,203.35
515342595,3701062,view,136,90.07
555447228,6200547,view,136,49.81
512539408,1003317,view,138,957.53
554754045,3600575,view,139,275.37
551417808,1004767,view,140,254.82
519885473,4100274,view,141,275.4
513457407,1004856,view,142,130.76
516896785,1004792,view,142,456.45
514218020,1005135,view,144,1747.79
552783882,1004767,view,145,254.82
512539408,1004249,view,145,739.81
515630204,27700113,view,147,48.9
544648245,4300070,view,148,38.59
512796782,6200315,view,148,33.44
555447748,26201000,view,150,106.31
555447884,1004661,view,151,885.07
551377651,1002528,view,152,643.23
512946118,18400077,view,152,288.3
548449430,26201858,view,154,235.01
513457407,1004767,view,155,254.82
514805015,1307073,view,156,669.0
533205672,1004949,view,157,838.89
515755304,5100816,view,157,29.51
518553316,13101547,view,157,195.63
515535834,3701244,view,160,33.44
514218020,1004237,view,161,1081.98
543272936,1004856,purchase,161,130.76
551417808,1004767,view,163,254.82
555446365,17200142,view,164,543.1
514808401,4802639,view,164,218.77
550050854,1307067,view,164,251.74
525767277,28716595,view,167,76.96
555306597,29800033,view,168,169.86
518553316,13100083,view,168,223.94
554754045,3600575,view,168,275.37
513696314,32800211,view,168,158.56
514218020,1005115,view,172,975.57
539194858,10800132,view,173,22.91
550624133,6200035,view,174,56.6
548449430,26201858,view,175,235.01
525856698,21403078,view,175,39.05
523239174,4300262,view,175,72.0
538491186,3500132,view,178,360.34
555447922,1005072,view,178,1044.09
518553316,13100022,view,178,325.83
550429638,2700618,view,181,349.79
544648245,4300376,view,182,40.93
518553316,13100083,view,182,223.94
517062545,1005143,view,184,1541.61
525856698,21402696,view,185,24.97
512946118,18400336,view,186,324.08
539979421,3500093,view,186,33.46
531750153,1004659,view,188,787.18
514933060,50600002,view,188,89.81
552552067,1004838,view,190,179.38
513840435,1003756,view,191,72.28
550624133,6200035,view,192,56.6
545323115,28718079,view,192,66.67
514933060,50600000,view,194,102.42
522806189,5100239,view,195,257.38
514218020,1005115,view,195,975.57
544648245,4300376,view,197,40.93
550050854,1307370,view,198,257.15
515744951,3200321,view,198,91.38
551377651,1002532,view,200,642.69
543272936,1004856,view,201,130.76
539194858,10800025,view,202,56.6
518553316,13104940,view,202,308.37
555447570,28715611,view,202,75.91
518471395,28718142,view,205,51.22
521149112,4300382,view,205,115.28
512656281,1004767,view,205,254.82
518462319,6200514,view,208,15.42
552469659,28714755,view,208,51.22
546259103,1005100,view,210,154.42
513275557,22700161,view,211,16.28
516461845,1005115,view,211,975.57
516838506,37900169,view,213,37.99
512796782,6200315,view,214,33.44
512742880,1480456,view,215,1016.73
538491186,3500210,view,216,90.61
533205672,1004949,view,216,838.89
543272936,1004856,view,218,130.76
524983977,6200315,view,219,33.44
545323115,28718079,view,220,66.67
544648245,4300285,view,220,102.94
550859983,1005020,view,220,102.68
512723795,1307189,view,223,411.83
519528062,1004874,view,223,383.51
515630204,27701120,view,225,158.46
538491186,3500149,view,226,157.71
555447570,28717034,view,227,51.22
522832272,13400051,view,228,115.32
555306597,29800030,view,229,169.86
515547943,26204064,view,230,228.06
555447748,26201858,view,230,235.01
525087736,6200035,view,230,56.6
539538500,1005101,view,233,450.46
550050854,1306359,view,234,643.49
525734504,19000997,view,235,77.08
554151503,12711630,view,236,74.65
519107250,15100367,view,237,499.11
555447228,6200965,view,238,36.01
517062545,1005143,view,239,1541.61
522806189,5100705,view,240,1207.24
515755304,5100816,view,241,29.51
538491186,3500149,view,241,157.71
552795065,13400419,view,241,132.31
552795065,13400379,view,241,128.45
547041231,28717908,view,245,102.45
515630204,27700106,view,246,64.35
544648245,4300285,view,247,102.94
554193409,6200547,view,247,49.81
514218020,1005115,view,249,975.57
512723795,1306949,view,249,486.47
512742880,6700940,view,251,437.33
519829701,1005115,view,252,975.57
548607338,22700129,view,253,72.05
550429638,2701605,view,254,424.64
552584835,5300650,view,255,12.84
533205672,1004946,view,256,746.22
550474592,2900418,view,257,53.23
554190174,1005105,view,258,1415.48
555446365,16800186,view,259,347.5
552795065,13400136,view,259,88.26
519107250,15100034,view,261,282.89
538491186,3500292,view,261,231.64
522806189,5100561,view,263,859.73
552985520,26300089,view,263,271.82
513275557,22700044,view,263,43.73
515342595,3701062,view,266,90.07
525856698,21403078,view,267,39.05
518060648,1004767,view,268,254.82
555447788,1004856,view,269,130.76
533205672,1004946,view,270,746.22
555446365,16800331,view,271,154.16
529755884,12709227,view,272,73.62
515342595,3700823,view,272,283.05
539979421,10800084,view,272,58.52
519194796,17000063,view,272,187.13
512602434,1005105,view,276,1415.48
533205672,1004993,view,277,591.75
555446365,16800331,view,277,154.16
547290577,12300231,view,279,151.07
514591159,5100816,view,280,29.51
513840435,1004281,view,281,71.45
515630204,27700106,view,282,64.35
522806189,5100705,view,283,1207.24
525734504,19000997,view,284,77.08
533205672,1004994,view,285,591.78
515630204,27700113,view,286,48.9
516896785,1004867,view,286,452.81
521149112,4300260,view,286,225.23
519107250,15100220,view,289,882.88
512602434,1005115,view,290,975.57
550429638,2700618,view,291,349.79
539194858,10800025,view,292,56.6
552584835,5300650,view,293,12.84
516896785,1004869,view,293,423.95
522806189,27400040,view,295,17.99
555447570,28704388,view,296,51.48
515630204,27700113,view,297,48.9
538491186,3500303,view,298,63.71
519791231,12703421,view,298,59.2
550859983,1005020,view,300,102.68
535977220,8901605,view,301,74.62
519107250,15100214,view,302,746.48
539979421,10800074,view,303,41.16
550429638,2700984,view,303,539.1
502372361,2701639,view,305,257.15
552783882,1004767,view,306,254.82
515630204,27700113,view,307,48.9
551377651,1002532,purchase,308,642.69
520775875,1004209,view,308,92.64
513840435,1004415,view,310,42.45
513231972,28705258,view,311,23.94
519528062,1004870,view,311,286.86
513881159,1004870,view,313,286.86
552985520,37900138,view,314,31.27
550121407,5100816,view,315,29.51
539194858,10800048,view,316,66.29
552373753,15700176,view,317,231.64
520002471,17300555,view,318,99.1
555448033,12703015,view,319,42.99
513173999,2601543,view,320,411.83
523208885,1004966,view,321,257.38
529755884,1005115,view,322,975.57
513840435,1004284,view,323,52.74
544648245,4300285,view,323,102.94
515547943,26204088,view,325,242.22
552795065,13400134,view,326,86.21
525734504,19000265,view,327,59.46
551377651,1002532,view,327,642.69
502372361,2700609,view,329,310.37
555447748,26400672,view,329,375.04
550121407,5100816,cart,331,29.51
523239174,4300262,view,332,72.0
537858238,28101002,view,333,99.1
555448236,26300087,view,334,244.02
519194796,17000063,view,335,187.13
533205672,1005102,view,336,463.04
545463465,21400341,view,337,133.85
525734504,19001139,view,338,67.58
514731990,1005115,view,338,975.57
530659801,13103001,view,338,55.6
541414887,1004858,view,341,134.42
545463465,21400341,view,341,133.85
521016406,4804295,view,343,23.13
522487767,15100337,view,344,257.15
519107250,15100288,view,345,656.39
550121407,5100816,view,345,29.51
519194796,17000038,view,347,74.6
519791231,12703419,view,348,53.54
523239174,4300378,view,348,40.93
513881159,1004870,view,350,286.86
555444779,5600043,view,351,71.82
513917244,39600005,view,351,64.22
514218020,1004767,view,353,254.82
539194858,10800048,view,354,66.29
555446365,21405154,view,355,350.07
544873648,47100001,view,355,120.98
520575653,1307365,view,357,373.21
553638632,2702277,view,357,465.7
523208885,1004966,view,357,257.38
513840435,1004281,view,360,71.45
552783882,26402783,view,361,51.22
551377651,41300118,view,362,48.65
521149112,4300260,view,363,225.23
514218020,1004856,view,363,130.76
544647372,1005130,view,363,1619.09
555444779,5600043,view,366,71.82
519107250,15100288,view,367,656.39
515547943,26204062,view,368,244.28
553937622,16400204,view,368,181.21
555448295,26500138,view,368,127.67
518553316,8800773,view,371,73.57
533940457,1004246,view,371,736.18
514218020,1004836,view,373,241.19
555448302,1004767,view,373,254.82
519107250,15100214,view,375,746.48
553638632,2702277,view,376,465.7
555332717,13800054,view,377,54.42
539194858,3300314,view,378,77.2
514591159,5100816,purchase,378,29.51
514336739,1004321,view,378,243.25
513573912,4100305,view,381,470.02
514218020,1004659,view,382,787.18
551377651,41300138,view,383,411.59
553365818,6200690,view,383,37.81
512533331,3600163,view,383,179.67
547290577,12300632,view,386,46.28
529755884,1005105,view,386,1415.48
519791231,12703421,view,388,59.2
518090724,6000229,view,389,138.23
545463465,21400341,view,389,133.85
512533331,3600661,view,391,295.49
550859983,1004599,view,392,257.38
555373493,12800417,view,392,5.12
544873648,47100001,view,394,120.98
533940457,1004246,view,395,736.18
530659801,34800153,view,395,21.42
545463465,21400341,view,397,133.85
519528062,1004874,view,397,383.51
555448298,3700766,view,399,128.45
519528062,10900029,view,399,58.95
516896785,1005165,view,399,321.5
521149112,4300376,view,402,40.93
519194796,17000038,view,403,74.6
519107250,15100100,view,403,437.33
529755884,1005115,view,405,975.57
513188795,5100337,view,406,311.87
521016406,4804409,view,406,66.87
524601178,4804055,view,408,189.91
522453283,1005008,view,409,103.08
520775875,1004209,view,409,92.64
520575653,1307365,view,411,373.21
549873631,8400069,view,412,21.85
515454339,2701646,view,413,270.02
515547943,26204062,view,414,244.28
522487767,5700619,view,415,46.33
530659801,34800153,view,416,21.42
555446365,21403078,view,416,39.05
513840435,1004625,view,418,43.73
552985520,26300089,view,419,271.82
521016406,4804295,view,420,23.13
534574204,1004870,view,420,286.86
538491186,19400031,view,422,669.23
515483851,15700108,view,423,145.43
555448298,3700766,view,423,128.45
553937622,16400204,view,423,181.21
555447570,12712064,view,423,30.89
518171610,1004833,view,427,174.76
555448105,15100095,view,427,1029.37
555445029,26300089,view,429,271.82
515433316,1003363,view,430,535.38
523208885,1004966,view,430,257.38
530239208,12600003,view,430,69.24
514805015,1201496,view,433,51.22
553079594,15300165,view,434,6.12
549741048,26402365,view,434,103.73
541290249,6200514,view,436,15.42
519107250,15100214,view,436,746.48
515483851,15700204,view,436,257.15
515433316,1002524,view,439,515.67
521016406,4804295,view,440,23.13
520575653,1307301,view,441,475.89
555332717,13800054,purchase,442,54.42
547290577,12300066,view,442,123.56
530659801,34800167,view,444,23.17
513205415,1004870,view,445,286.86
534574204,1004836,view,445,241.19
555448033,12703015,view,447,42.99
545323115,28718079,view,447,66.67
549914661,22700076,view,447,34.49
547949682,2701657,view,450,257.04
554255295,45600377,view,451,90.09
525734504,19002624,view,452,79.51
513993300,26500134,view,453,84.69
515547943,26204062,view,454,244.28
513881159,1004530,view,454,396.15
515342595,4600542,view,456,300.85
555445029,26300080,view,457,403.87
521149112,4300376,view,458,40.93
474832046,31501044,view,458,102.71
534574204,1005115,view,460,975.57
518174189,1003535,view,461,460.5
546407483,1002524,view,462,515.67
530659801,34800167,view,462,23.17
523208885,1004853,view,462,231.41
550859983,1004599,view,465,257.38
555448105,15100008,view,466,488.82
551125341,2701732,view,467,1248.34
514018346,8700483,view,468,47.88
527776076,15100370,view,469,257.15
513993300,26500002,view,470,19.31
514892181,43900051,view,470,52.55
541414887,1004767,view,472,254.82
555445029,26300078,view,472,308.37
512533331,3601244,view,474,339.75
554255295,45600771,view,475,90.09
554754531,12100784,view,475,568.84
516489361,1004433,view,477,257.15
549741048,26200591,view,477,203.35
519885473,4100274,view,479,275.4
513881159,1004530,view,480,396.15
541414887,1004833,view,481,174.76
548607338,28717124,view,481,51.22
514336739,1004776,view,481,185.08
515483851,15700181,view,484,214.16
542418394,3601485,view,485,308.65
555447748,34800175,view,486,33.46
551125341,3601505,view,487,463.15
554754531,12100784,view,487,568.84
536517962,1005115,view,489,975.57
519885473,4100274,view,490,275.4
530239208,12600003,view,490,69.24
515342595,4600542,view,492,300.85
521016406,4804295,view,493,23.13
519194796,16900137,view,494,72.82
548607338,28717124,view,495,51.22
514336739,1004957,view,495,348.53
512637377,17300136,view,495,102.96
548691404,6200315,view,495,33.44
530659801,34800106,view,499,22.75
515483851,15700036,view,500,99.1
548911890,12709556,view,500,40.16
554935393,2600164,view,502,107.85
551563536,37000014,view,503,64.35
521149112,4300376,view,504,40.93
541414887,1004834,view,505,174.78
519885473,4100274,view,505,275.4
545196189,26400193,view,505,245.31
551125341,3601505,view,508,463.15
527776076,15100350,view,509,321.73
534574204,1004739,view,509,197.55
555448677,1004767,view,511,254.82
521016406,4803399,view,511,33.21
520575653,1307240,view,511,385.82
552783882,26204060,view,514,257.15
544413201,23800009,view,515,22.39
513614895,2702277,view,515,465.7
513881159,18000919,view,517,18.79
554721115,1004741,view,517,185.71
551563536,37000014,view,519,64.35
521149112,4300149,view,519,33.41
518174189,1004873,view,521,388.81
524325294,1002524,view,522,515.67
551563536,37000014,view,523,64.35
519194796,16900137,view,524,72.82
548607338,28718142,view,524,51.22
548691404,6200315,view,524,33.44
513993300,26500134,view,524,84.69
534574204,1002544,view,528,464.13
555448686,1003769,view,528,463.07
551377651,4804056,view,528,161.98
554240006,1004321,view,531,243.25
513413322,1003312,view,532,711.59
530659801,34800167,view,533,23.17
518090724,41900001,view,533,60.76
548691404,6200292,view,535,48.88
513231972,45900026,view,535,27.91
543624132,1004767,view,537,254.82
555447748,34800175,view,538,33.46
522487767,15800012,view,539,77.2
514081156,4400250,view,539,169.86
548691404,6200315,view,541,33.44
555445029,26300078,view,542,308.37
551563536,37000014,view,543,64.35
553420432,1004858,view,543,134.42
555445029,26300080,view,545,403.87
555448601,30700012,view,545,1323.33
512800119,1002535,view,547,864.63
555448675,31500291,view,548,128.45
551748159,26010220,view,548,2.17
512656281,26203366,view,548,310.69
520775875,1004856,view,548,130.76
553937622,16400155,view,552,164.71
551125341,3601505,view,552,463.15
554749645,1005115,view,552,975.57
555445029,26300103,view,555,587.15
553079594,15300152,view,555,15.39
548691404,6200687,view,557,28.03
527776076,15100100,view,557,437.33
551125341,2701732,view,559,1248.34
512800119,1002528,view,560,643.23
555447570,1801690,view,560,368.04
548607338,28712566,view,562,128.45
554242017,1004856,view,562,130.76
553420432,1004838,view,562,179.38
548911890,12700182,view,562,35.01
519650915,22700127,view,562,118.15
513781008,1003306,view,567,588.77
520572421,3700779,view,568,299.88
551377651,4804056,view,568,161.98
554499880,1004836,view,568,241.19
551563536,37000006,view,571,167.81
555448601,30700000,view,571,329.74
527578593,3601524,view,571,398.95
524601178,4804055,purchase,574,189.91
521149112,4300266,view,575,28.24
552783882,26200395,view,575,537.21
520575653,1307240,view,577,385.82
555448105,15100100,view,577,437.33
515547943,26204062,view,577,244.28
513881159,1004766,view,580,253.33
548451502,15700033,view,581,197.95
513347345,1307135,view,581,320.35
524325294,1002524,cart,583,515.67
512800119,1002524,view,583,515.67
553079594,15300180,view,585,28.26
530839091,31500231,view,585,39.64
542418394,3601485,view,585,308.65
519194796,16900137,view,588,72.82
515483851,16800039,view,589,100.36
551563536,37000006,view,589,167.81
540148826,1004794,view,589,241.96
551258664,4200541,view,589,128.68
555448573,5700518,view,593,123.53
513659224,1480163,view,594,617.0
555448675,31500151,view,595,36.0
552783882,26204088,view,596,242.22
555445029,26300080,view,596,403.87
525734504,19002623,view,596,76.38
523363731,1004863,view,599,174.76
555448601,30700003,view,600,229.09
527578593,3601505,view,601,463.15
519885473,4100274,view,601,275.4
551377651,4804056,purchase,603,161.98
524601178,4804055,view,603,189.91
513347345,1306797,view,603,283.12
548911890,12704350,view,606,39.9
555447570,1801690,view,606,368.04
518090724,6000229,view,606,138.23
516036709,15200134,view,609,56.33
553420432,1004838,view,609,179.38
539309755,5800645,view,611,157.28
519650915,22700129,view,611,72.05
548691404,6200687,view,611,28.03
555445029,26300094,view,614,583.28
513413322,4803976,view,614,127.05
525734504,19001139,view,616,67.58
527578593,3600661,view,617,295.49
524325294,1002524,purchase,618,515.67
554935393,2600164,view,618,107.85
522453283,1004833,view,618,174.76
519885473,4100219,view,621,476.18
519107250,26800013,view,621,334.63
528110008,1004856,view,623,130.76
518385167,2900536,view,624,51.46
555448105,15100007,view,624,900.9
513659224,1480558,view,626,1055.34
552783882,26203385,view,626,209.27
545614508,49100005,view,626,55.02
554935393,2601340,view,629,30.86
542418394,3601485,view,629,308.65
513781008,1002524,view,631,515.67
525734504,19001214,view,632,66.15
555448601,30700003,view,632,229.09
533624186,4804056,view,632,161.98
555448105,15100095,view,635,1029.37
522487767,34800198,view,636,34.13
536741384,5100737,view,637,150.95
550778224,1004873,view,638,388.81
519885473,4100219,view,639,476.18
545018303,1004856,view,639,130.76
514336739,1004957,view,639,348.53
525734504,19001139,view,642,67.58
527776076,15100310,view,642,411.59
518017111,12701982,view,644,38.61
513659224,1480607,view,644,1763.21
527578593,3600666,view,646,319.14
512637377,24100257,view,646,2.86
513881159,1004766,view,648,253.33
543624132,1004767,view,648,254.82
536717045,15700041,view,650,252.0
519107250,26800007,view,651,203.35
515454339,3100871,view,652,23.14
552829049,8500097,view,652,952.63
513026356,2702351,view,654,101.93
524325294,1002524,view,654,515.67
519194796,16900137,view,654,72.82
542083227,5000753,view,657,253.55
513781008,1002524,view,658,515.67
513881159,1004766,view,659,253.33
543624132,1004767,view,659,254.82
523185540,27000002,view,659,460.76
514885553,1004872,view,662,286.35
512637377,24100265,view,663,2.86
515562081,1004767,view,663,254.82
547185351,3600231,view,665,100.38
521149112,4300266,view,666,28.24
551377651,4802036,view,666,171.56
542418394,3601427,view,666,336.95
555448816,2300294,view,669,437.51
521028154,3200144,view,669,143.84
515483851,16800039,view,671,100.36
548691404,6200687,purchase,672,28.03
530572695,6700946,view,673,192.8
520575653,1306183,view,673,386.08
555448105,15100100,view,675,437.33
555445029,26300094,view,675,583.28
527776076,15100100,view,677,437.33
527578593,3601537,view,677,386.08
555445029,26300080,view,677,403.87
533624186,4804056,cart,677,161.98
555448601,30700000,view,677,329.74
551258664,4200544,view,682,229.07
552783882,26204072,view,682,277.23
555448601,30700003,view,684,229.09
527776076,15100310,view,685,411.59
521997271,28101496,view,686,252.26
535214649,6200687,view,687,28.03
515483851,16800032,view,687,56.6
554749645,26400193,view,687,245.31
515547943,26204062,view,687,244.28
515489582,4100138,view,691,413.91
527776076,15100100,view,692,437.33
519885473,4100219,view,693,476.18
513781008,1002524,view,694,515.67
527776076,15100367,view,694,499.11
552783882,26203380,view,696,297.05
555445029,26300082,view,697,479.29
515547943,26204064,view,698,228.06
555448682,6200284,view,699,90.07
545614508,46800023,view,700,1153.7
550315928,2701727,view,700,285.77
512637377,17301529,view,702,58.93
513672084,3900339,view,702,30.63
554749645,26402783,view,704,51.22
512742880,1480163,view,704,617.0
513781008,1002524,view,706,515.67
519107250,26800007,view,706,203.35
555448909,6200514,view,708,15.42
552829049,8500097,view,709,952.63
548451502,15700018,view,710,92.64
555448864,1004767,view,711,254.82
543367069,9300040,view,712,334.12
521149112,4201230,view,713,196.89
535214649,6200547,view,714,49.81
516489361,1004870,view,714,286.86
554935393,17700280,view,716,8.72
527776076,15100100,view,717,437.33
512742880,1480509,view,718,692.4
522453283,1004856,view,719,130.76
518968885,30400012,view,720,382.25
519885473,4100348,view,721,36.01
555083442,1004932,view,722,463.31
522487767,1801581,view,723,374.5
514336739,1004966,view,724,257.38
549615292,26400217,view,725,211.33
551258664,4201230,view,726,196.89
555448821,6700998,view,726,374.76
527776076,15100367,view,726,499.11
543367069,9300040,view,729,334.12
521997271,28101496,view,730,252.26
542418394,3601427,view,731,336.95
555448682,6200284,view,732,90.07
519885473,4100274,view,733,275.4
542378517,1480161,view,734,193.03
548691404,6200687,view,735,28.03
545614508,15800012,view,736,77.2
521149112,4201230,view,736,196.89
513705856,3200173,view,738,55.32
555359498,1005144,view,738,1747.79
555448105,17200506,view,740,543.1
552652462,12701982,view,741,38.61
513781008,1004767,view,742,254.82
552829049,8500288,view,742,952.41
521997271,28101121,view,742,1698.89
547185351,3600182,view,742,121.5
527776076,15100100,view,746,437.33
519791231,12703421,view,747,59.2
552783882,1004856,view,747,130.76
533624186,4802036,purchase,749,171.56
543624132,1004767,view,750,254.82
513881159,1004766,view,751,253.33
551258664,4200544,view,751,229.07
543924190,15100337,view,751,257.15
542378517,1480161,view,754,193.03
527776076,15100110,view,754,849.19
552365695,1004501,view,754,308.86
535214649,6200547,view,754,49.81
555445029,26300089,view,758,271.82
520575653,1306183,view,759,386.08
513754510,4804056,view,759,161.98
521028154,3200144,view,761,143.84
555448939,28717380,view,762,51.22
552652462,12701982,view,763,38.61
551258664,4200706,view,763,276.33
555448105,17200570,view,763,437.33
516315346,1004767,view,763,254.82
518174189,1004659,view,767,787.18
535214649,6200971,view,768,10.27
520181710,22700076,view,769,34.49
549736688,1004935,view,769,167.03
513672084,3900930,view,771,90.32
549210853,1004739,view,772,197.55
521997271,28101000,view,773,86.75
521149112,4201230,view,774,196.89
555448601,30700003,view,774,229.09
545807829,30000109,view,776,374.27
554935393,2601810,view,776,155.29
555448816,2300294,view,778,437.51
537949394,1003769,view,779,463.07
513705856,3200173,view,780,55.32
541766746,1004659,view,780,787.18
552783882,1004833,view,782,174.76
552365695,1004501,view,783,308.86
555448601,30700000,view,783,329.74
513840435,1003756,view,785,72.28
527776076,15100100,view,785,437.33
555449072,15800006,view,787,102.94
555449100,30000134,view,788,145.67
520575653,1306650,view,789,437.57
535214649,6200971,view,790,10.27
514336739,1004966,view,790,257.38
533624186,4802036,view,792,171.56
543624132,1004767,view,793,254.82
555448601,30700007,view,794,253.6
529394039,22700129,view,794,72.05
535214649,6200315,view,796,33.44
516331621,4700645,view,796,162.17
543924190,15100370,view,796,257.15
516036709,5800792,view,799,153.93
527776076,15100350,view,799,321.73
542418394,3601427,view,801,336.95
516315346,1004836,view,802,241.19
520575653,1307189,view,803,411.83
513881159,1004874,view,804,383.51
555445029,26300089,view,805,271.82
552783882,1004750,view,806,197.43
542378517,1401577,view,806,1415.48
542418394,3601485,view,808,308.65
518174189,1003535,view,809,460.5
543624132,1004767,view,809,254.82
520694813,17301192,view,811,58.76
520575653,1306359,view,812,643.49
548451502,15700096,view,813,144.15
521997271,28101606,view,814,88.03
514336739,1004902,view,815,592.01
513881159,1004874,view,816,383.51
537949394,1004246,view,817,736.18
516036709,5800792,view,817,153.93
513781008,1005115,view,819,975.57
519194796,16900023,view,819,115.32
555283946,1004740,view,821,218.51
492905279,34200115,view,822,7.7
512986580,26402747,view,823,734.44
542378517,1480675,view,823,439.91
543924190,15100370,view,825,257.15
547200172,12600015,view,826,77.14
555448675,6301985,view,826,36.01
543675827,4804056,view,828,161.98
541766746,1004655,view,829,794.59
547324534,22700065,view,829,150.82
516489361,1004870,view,831,286.86
555447748,12718062,view,832,32.43
551563536,16400165,view,832,62.25
549615292,26400217,view,834,211.33
537949394,1004258,view,834,735.05
554935393,2602038,view,834,404.82
548451502,15700074,view,837,193.83
555449183,25400114,view,838,161.39
513672084,3900746,view,838,102.38
520694813,17300765,view,840,69.49
519791231,12703421,view,841,59.2
555445029,26400193,view,842,245.31
512742880,1480608,view,843,380.94
519791231,12703419,view,844,53.54
555448601,30700007,view,845,253.6
520575653,1307004,view,846,290.61
543675827,4804055,view,847,189.91
535214649,6200315,view,847,33.44
547701938,1004258,view,849,735.05
540920424,15100371,view,850,308.63
541766746,1004655,view,850,794.59
518968885,30400012,view,850,382.25
538851765,1201448,view,850,617.52
526575497,1004957,view,854,348.53
535214649,6200260,view,855,47.62
529394039,22700129,view,856,72.05
555449242,2702277,view,857,465.7
521423700,7100889,view,858,136.4
547701938,1003306,view,858,588.77
555083442,1004932,purchase,860,463.31
540920424,15100371,view,861,308.63
551563536,16400243,view,862,164.74
516489361,1004659,view,863,787.18
555449248,3500009,view,863,277.97
555442465,3901101,view,865,638.28
529394039,22700084,view,866,241.94
518968885,30400011,view,867,390.74
521016406,4803399,view,868,33.21
