event_time,date,hour,day_of_week,time_id
2019-10-01 00:01:59+00:00,2019-10-01,0,Tuesday,142
2019-10-01 00:02:01+00:00,2019-10-01,0,Tuesday,144
2019-10-01 00:02:02+00:00,2019-10-01,0,Tuesday,145
2019-10-01 00:02:03+00:00,2019-10-01,0,Tuesday,147
2019-10-01 00:02:04+00:00,2019-10-01,0,Tuesday,148
2019-10-01 00:02:05+00:00,2019-10-01,0,Tuesday,150
2019-10-01 00:02:06+00:00,2019-10-01,0,Tuesday,151
2019-10-01 00:02:08+00:00,2019-10-01,0,Tuesday,152
2019-10-01 00:02:09+00:00,2019-10-01,0,Tuesday,154
2019-10-01 00:02:10+00:00,2019-10-01,0,Tuesday,155
2019-10-01 00:02:11+00:00,2019-10-01,0,Tuesday,156
2019-10-01 00:02:12+00:00,2019-10-01,0,Tuesday,157
2019-10-01 00:02:13+00:00,2019-10-01,0,Tuesday,160
2019-10-01 00:02:14+00:00,2019-10-01,0,Tuesday,161
2019-10-01 00:02:15+00:00,2019-10-01,0,Tuesday,163
2019-10-01 00:02:16+00:00,2019-10-01,0,Tuesday,164
2019-10-01 00:02:17+00:00,2019-10-01,0,Tuesday,167
2019-10-01 00:02:19+00:00,2019-10-01,0,Tuesday,168
2019-10-01 00:02:20+00:00,2019-10-01,0,Tuesday,172
2019-10-01 00:02:21+00:00,2019-10-01,0,Tuesday,173
2019-10-01 00:02:22+00:00,2019-10-01,0,Tuesday,174
2019-10-01 00:02:23+00:00,2019-10-01,0,Tuesday,175
2019-10-01 00:02:24+00:00,2019-10-01,0,Tuesday,178
2019-10-01 00:02:26+00:00,2019-10-01,0,Tuesday,181
2019-10-01 00:02:27+00:00,2019-10-01,0,Tuesday,182
2019-10-01 00:02:28+00:00,2019-10-01,0,Tuesday,184
2019-10-01 00:02:30+00:00,2019-10-01,0,Tuesday,185
2019-10-01 00:02:32+00:00,2019-10-01,0,Tuesday,186
2019-10-01 00:02:33+00:00,2019-10-01,0,Tuesday,188
2019-10-01 00:02:34+00:00,2019-10-01,0,Tuesday,190
2019-10-01 00:02:37+00:00,2019-10-01,0,Tuesday,191
2019-10-01 00:02:38+00:00,2019-10-01,0,Tuesday,192
2019-10-01 00:02:40+00:00,2019-10-01,0,Tuesday,194
2019-10-01 00:02:41+00:00,2019-10-01,0,Tuesday,195
2019-10-01 00:02:44+00:00,2019-10-01,0,Tuesday,197
2019-10-01 00:02:46+00:00,2019-10-01,0,Tuesday,198
2019-10-01 00:02:47+00:00,2019-10-01,0,Tuesday,200
2019-10-01 00:02:48+00:00,2019-10-01,0,Tuesday,201
2019-10-01 00:02:50+00:00,2019-10-01,0,Tuesday,202
2019-10-01 00:02:51+00:00,2019-10-01,0,Tuesday,205
2019-10-01 00:02:53+00:00,2019-10-01,0,Tuesday,208
2019-10-01 00:02:54+00:00,2019-10-01,0,Tuesday,210
2019-10-01 00:02:55+00:00,2019-10-01,0,Tuesday,211
2019-10-01 00:02:56+00:00,2019-10-01,0,Tuesday,213
2019-10-01 00:02:57+00:00,2019-10-01,0,Tuesday,214
2019-10-01 00:02:58+00:00,2019-10-01,0,Tuesday,215
2019-10-01 00:02:59+00:00,2019-10-01,0,Tuesday,216
2019-10-01 00:03:02+00:00,2019-10-01,0,Tuesday,218
2019-10-01 00:03:03+00:00,2019-10-01,0,Tuesday,219
2019-10-01 00:03:05+00:00,2019-10-01,0,Tuesday,220
2019-10-01 00:03:07+00:00,2019-10-01,0,Tuesday,223
2019-10-01 00:03:09+00:00,2019-10-01,0,Tuesday,225
2019-10-01 00:03:11+00:00,2019-10-01,0,Tuesday,226
2019-10-01 00:03:12+00:00,2019-10-01,0,Tuesday,227
2019-10-01 00:03:13+00:00,2019-10-01,0,Tuesday,228
2019-10-01 00:03:14+00:00,2019-10-01,0,Tuesday,229
2019-10-01 00:03:15+00:00,2019-10-01,0,Tuesday,230
2019-10-01 00:03:16+00:00,2019-10-01,0,Tuesday,233
2019-10-01 00:03:17+00:00,2019-10-01,0,Tuesday,234
2019-10-01 00:03:18+00:00,2019-10-01,0,Tuesday,235
2019-10-01 00:03:19+00:00,2019-10-01,0,Tuesday,236
2019-10-01 00:03:20+00:00,2019-10-01,0,Tuesday,237
2019-10-01 00:03:21+00:00,2019-10-01,0,Tuesday,238
2019-10-01 00:03:22+00:00,2019-10-01,0,Tuesday,239
2019-10-01 00:03:23+00:00,2019-10-01,0,Tuesday,240
2019-10-01 00:03:26+00:00,2019-10-01,0,Tuesday,241
2019-10-01 00:03:29+00:00,2019-10-01,0,Tuesday,245
2019-10-01 00:03:30+00:00,2019-10-01,0,Tuesday,246
2019-10-01 00:03:32+00:00,2019-10-01,0,Tuesday,247
2019-10-01 00:03:33+00:00,2019-10-01,0,Tuesday,249
2019-10-01 00:03:34+00:00,2019-10-01,0,Tuesday,251
2019-10-01 00:03:35+00:00,2019-10-01,0,Tuesday,252
2019-10-01 00:03:36+00:00,2019-10-01,0,Tuesday,253
2019-10-01 00:03:37+00:00,2019-10-01,0,Tuesday,254
2019-10-01 00:03:38+00:00,2019-10-01,0,Tuesday,255
2019-10-01 00:03:39+00:00,2019-10-01,0,Tuesday,256
2019-10-01 00:03:41+00:00,2019-10-01,0,Tuesday,257
2019-10-01 00:03:42+00:00,2019-10-01,0,Tuesday,258
2019-10-01 00:03:44+00:00,2019-10-01,0,Tuesday,259
2019-10-01 00:03:45+00:00,2019-10-01,0,Tuesday,261
2019-10-01 00:03:46+00:00,2019-10-01,0,Tuesday,263
2019-10-01 00:03:47+00:00,2019-10-01,0,Tuesday,266
2019-10-01 00:03:48+00:00,2019-10-01,0,Tuesday,267
2019-10-01 00:03:49+00:00,2019-10-01,0,Tuesday,268
2019-10-01 00:03:51+00:00,2019-10-01,0,Tuesday,269
2019-10-01 00:03:53+00:00,2019-10-01,0,Tuesday,270
2019-10-01 00:03:57+00:00,2019-10-01,0,Tuesday,271
2019-10-01 00:03:58+00:00,2019-10-01,0,Tuesday,272
2019-10-01 00:03:59+00:00,2019-10-01,0,Tuesday,276
2019-10-01 00:04:00+00:00,2019-10-01,0,Tuesday,277
2019-10-01 00:04:01+00:00,2019-10-01,0,Tuesday,279
2019-10-01 00:04:02+00:00,2019-10-01,0,Tuesday,280
2019-10-01 00:04:03+00:00,2019-10-01,0,Tuesday,281
2019-10-01 00:04:04+00:00,2019-10-01,0,Tuesday,282
2019-10-01 00:04:06+00:00,2019-10-01,0,Tuesday,283
2019-10-01 00:04:07+00:00,2019-10-01,0,Tuesday,284
2019-10-01 00:04:10+00:00,2019-10-01,0,Tuesday,285
2019-10-01 00:04:11+00:00,2019-10-01,0,Tuesday,286
2019-10-01 00:04:13+00:00,2019-10-01,0,Tuesday,289
2019-10-01 00:04:14+00:00,2019-10-01,0,Tuesday,290
2019-10-01 00:04:16+00:00,2019-10-01,0,Tuesday,291
2019-10-01 00:04:17+00:00,2019-10-01,0,Tuesday,292
2019-10-01 00:04:18+00:00,2019-10-01,0,Tuesday,293
2019-10-01 00:04:21+00:00,2019-10-01,0,Tuesday,295
2019-10-01 00:04:22+00:00,2019-10-01,0,Tuesday,296
2019-10-01 00:04:23+00:00,2019-10-01,0,Tuesday,297
2019-10-01 00:04:24+00:00,2019-10-01,0,Tuesday,298
2019-10-01 00:04:27+00:00,2019-10-01,0,Tuesday,300
2019-10-01 00:04:28+00:00,2019-10-01,0,Tuesday,301
2019-10-01 00:04:30+00:00,2019-10-01,0,Tuesday,302
2019-10-01 00:04:32+00:00,2019-10-01,0,Tuesday,303
2019-10-01 00:04:34+00:00,2019-10-01,0,Tuesday,305
2019-10-01 00:04:35+00:00,2019-10-01,0,Tuesday,306
2019-10-01 00:04:36+00:00,2019-10-01,0,Tuesday,307
2019-10-01 00:04:37+00:00,2019-10-01,0,Tuesday,308
2019-10-01 00:04:41+00:00,2019-10-01,0,Tuesday,310
2019-10-01 00:04:43+00:00,2019-10-01,0,Tuesday,311
2019-10-01 00:04:45+00:00,2019-10-01,0,Tuesday,313
2019-10-01 00:04:46+00:00,2019-10-01,0,Tuesday,314
2019-10-01 00:04:47+00:00,2019-10-01,0,Tuesday,315
2019-10-01 00:04:49+00:00,2019-10-01,0,Tuesday,316
2019-10-01 00:04:51+00:00,2019-10-01,0,Tuesday,317
2019-10-01 00:04:53+00:00,2019-10-01,0,Tuesday,318
2019-10-01 00:04:54+00:00,2019-10-01,0,Tuesday,319
2019-10-01 00:04:56+00:00,2019-10-01,0,Tuesday,320
2019-10-01 00:04:58+00:00,2019-10-01,0,Tuesday,321
2019-10-01 00:05:01+00:00,2019-10-01,0,Tuesday,322
2019-10-01 00:05:03+00:00,2019-10-01,0,Tuesday,323
2019-10-01 00:05:06+00:00,2019-10-01,0,Tuesday,325
2019-10-01 00:05:07+00:00,2019-10-01,0,Tuesday,326
2019-10-01 00:05:10+00:00,2019-10-01,0,Tuesday,327
2019-10-01 00:05:13+00:00,2019-10-01,0,Tuesday,329
2019-10-01 00:05:14+00:00,2019-10-01,0,Tuesday,331
2019-10-01 00:05:15+00:00,2019-10-01,0,Tuesday,332
2019-10-01 00:05:16+00:00,2019-10-01,0,Tuesday,333
2019-10-01 00:05:17+00:00,2019-10-01,0,Tuesday,334
2019-10-01 00:05:18+00:00,2019-10-01,0,Tuesday,335
2019-10-01 00:05:19+00:00,2019-10-01,0,Tuesday,336
2019-10-01 00:05:20+00:00,2019-10-01,0,Tuesday,337
2019-10-01 00:05:21+00:00,2019-10-01,0,Tuesday,338
2019-10-01 00:05:22+00:00,2019-10-01,0,Tuesday,341
2019-10-01 00:05:23+00:00,2019-10-01,0,Tuesday,343
2019-10-01 00:05:28+00:00,2019-10-01,0,Tuesday,344
2019-10-01 00:05:29+00:00,2019-10-01,0,Tuesday,345
2019-10-01 00:05:31+00:00,2019-10-01,0,Tuesday,347
2019-10-01 00:05:33+00:00,2019-10-01,0,Tuesday,348
2019-10-01 00:05:35+00:00,2019-10-01,0,Tuesday,350
2019-10-01 00:05:36+00:00,2019-10-01,0,Tuesday,351
2019-10-01 00:05:37+00:00,2019-10-01,0,Tuesday,353
2019-10-01 00:05:38+00:00,2019-10-01,0,Tuesday,354
2019-10-01 00:05:39+00:00,2019-10-01,0,Tuesday,355
2019-10-01 00:05:41+00:00,2019-10-01,0,Tuesday,357
2019-10-01 00:05:42+00:00,2019-10-01,0,Tuesday,360
2019-10-01 00:05:43+00:00,2019-10-01,0,Tuesday,361
2019-10-01 00:05:46+00:00,2019-10-01,0,Tuesday,362
2019-10-01 00:05:48+00:00,2019-10-01,0,Tuesday,363
2019-10-01 00:05:49+00:00,2019-10-01,0,Tuesday,366
2019-10-01 00:05:50+00:00,2019-10-01,0,Tuesday,367
2019-10-01 00:05:51+00:00,2019-10-01,0,Tuesday,368
2019-10-01 00:05:53+00:00,2019-10-01,0,Tuesday,371
2019-10-01 00:05:55+00:00,2019-10-01,0,Tuesday,373
2019-10-01 00:05:56+00:00,2019-10-01,0,Tuesday,375
2019-10-01 00:05:59+00:00,2019-10-01,0,Tuesday,376
2019-10-01 00:06:00+00:00,2019-10-01,0,Tuesday,377
2019-10-01 00:06:02+00:00,2019-10-01,0,Tuesday,378
2019-10-01 00:06:03+00:00,2019-10-01,0,Tuesday,381
2019-10-01 00:06:04+00:00,2019-10-01,0,Tuesday,382
2019-10-01 00:06:07+00:00,2019-10-01,0,Tuesday,383
2019-10-01 00:06:08+00:00,2019-10-01,0,Tuesday,386
2019-10-01 00:06:11+00:00,2019-10-01,0,Tuesday,388
2019-10-01 00:06:13+00:00,2019-10-01,0,Tuesday,389
2019-10-01 00:06:14+00:00,2019-10-01,0,Tuesday,391
2019-10-01 00:06:16+00:00,2019-10-01,0,Tuesday,392
2019-10-01 00:06:18+00:00,2019-10-01,0,Tuesday,394
2019-10-01 00:06:19+00:00,2019-10-01,0,Tuesday,395
2019-10-01 00:06:20+00:00,2019-10-01,0,Tuesday,397
2019-10-01 00:06:25+00:00,2019-10-01,0,Tuesday,399
2019-10-01 00:06:26+00:00,2019-10-01,0,Tuesday,402
2019-10-01 00:06:27+00:00,2019-10-01,0,Tuesday,403
2019-10-01 00:06:28+00:00,2019-10-01,0,Tuesday,405
2019-10-01 00:06:30+00:00,2019-10-01,0,Tuesday,406
2019-10-01 00:06:31+00:00,2019-10-01,0,Tuesday,408
2019-10-01 00:06:32+00:00,2019-10-01,0,Tuesday,409
2019-10-01 00:06:34+00:00,2019-10-01,0,Tuesday,411
2019-10-01 00:06:36+00:00,2019-10-01,0,Tuesday,412
2019-10-01 00:06:38+00:00,2019-10-01,0,Tuesday,413
2019-10-01 00:06:39+00:00,2019-10-01,0,Tuesday,414
2019-10-01 00:06:40+00:00,2019-10-01,0,Tuesday,415
2019-10-01 00:06:42+00:00,2019-10-01,0,Tuesday,416
2019-10-01 00:06:45+00:00,2019-10-01,0,Tuesday,418
2019-10-01 00:06:46+00:00,2019-10-01,0,Tuesday,419
2019-10-01 00:06:47+00:00,2019-10-01,0,Tuesday,420
2019-10-01 00:06:49+00:00,2019-10-01,0,Tuesday,422
2019-10-01 00:06:50+00:00,2019-10-01,0,Tuesday,423
2019-10-01 00:06:52+00:00,2019-10-01,0,Tuesday,427
2019-10-01 00:06:53+00:00,2019-10-01,0,Tuesday,429
2019-10-01 00:06:54+00:00,2019-10-01,0,Tuesday,430
2019-10-01 00:06:58+00:00,2019-10-01,0,Tuesday,433
2019-10-01 00:07:02+00:00,2019-10-01,0,Tuesday,434
2019-10-01 00:07:03+00:00,2019-10-01,0,Tuesday,436
2019-10-01 00:07:04+00:00,2019-10-01,0,Tuesday,439
2019-10-01 00:07:05+00:00,2019-10-01,0,Tuesday,440
2019-10-01 00:07:06+00:00,2019-10-01,0,Tuesday,441
2019-10-01 00:07:07+00:00,2019-10-01,0,Tuesday,442
2019-10-01 00:07:08+00:00,2019-10-01,0,Tuesday,444
2019-10-01 00:07:10+00:00,2019-10-01,0,Tuesday,445
2019-10-01 00:07:11+00:00,2019-10-01,0,Tuesday,447
2019-10-01 00:07:13+00:00,2019-10-01,0,Tuesday,450
2019-10-01 00:07:16+00:00,2019-10-01,0,Tuesday,451
2019-10-01 00:07:21+00:00,2019-10-01,0,Tuesday,452
2019-10-01 00:07:23+00:00,2019-10-01,0,Tuesday,453
2019-10-01 00:07:24+00:00,2019-10-01,0,Tuesday,454
2019-10-01 00:07:27+00:00,2019-10-01,0,Tuesday,456
2019-10-01 00:07:28+00:00,2019-10-01,0,Tuesday,457
2019-10-01 00:07:29+00:00,2019-10-01,0,Tuesday,458
2019-10-01 00:07:31+00:00,2019-10-01,0,Tuesday,460
2019-10-01 00:07:33+00:00,2019-10-01,0,Tuesday,461
2019-10-01 00:07:34+00:00,2019-10-01,0,Tuesday,462
2019-10-01 00:07:35+00:00,2019-10-01,0,Tuesday,465
2019-10-01 00:07:36+00:00,2019-10-01,0,Tuesday,466
2019-10-01 00:07:38+00:00,2019-10-01,0,Tuesday,467
2019-10-01 00:07:41+00:00,2019-10-01,0,Tuesday,468
2019-10-01 00:07:43+00:00,2019-10-01,0,Tuesday,469
2019-10-01 00:07:44+00:00,2019-10-01,0,Tuesday,470
2019-10-01 00:07:45+00:00,2019-10-01,0,Tuesday,472
2019-10-01 00:07:46+00:00,2019-10-01,0,Tuesday,474
2019-10-01 00:07:48+00:00,2019-10-01,0,Tuesday,475
2019-10-01 00:07:50+00:00,2019-10-01,0,Tuesday,477
2019-10-01 00:07:51+00:00,2019-10-01,0,Tuesday,479
2019-10-01 00:07:52+00:00,2019-10-01,0,Tuesday,480
2019-10-01 00:07:55+00:00,2019-10-01,0,Tuesday,481
2019-10-01 00:07:59+00:00,2019-10-01,0,Tuesday,484
2019-10-01 00:08:01+00:00,2019-10-01,0,Tuesday,485
2019-10-01 00:08:03+00:00,2019-10-01,0,Tuesday,486
2019-10-01 00:08:04+00:00,2019-10-01,0,Tuesday,487
2019-10-01 00:08:07+00:00,2019-10-01,0,Tuesday,489
2019-10-01 00:08:13+00:00,2019-10-01,0,Tuesday,490
2019-10-01 00:08:14+00:00,2019-10-01,0,Tuesday,492
2019-10-01 00:08:17+00:00,2019-10-01,0,Tuesday,493
2019-10-01 00:08:18+00:00,2019-10-01,0,Tuesday,494
2019-10-01 00:08:22+00:00,2019-10-01,0,Tuesday,495
2019-10-01 00:08:23+00:00,2019-10-01,0,Tuesday,499
2019-10-01 00:08:24+00:00,2019-10-01,0,Tuesday,500
2019-10-01 00:08:27+00:00,2019-10-01,0,Tuesday,502
2019-10-01 00:08:28+00:00,2019-10-01,0,Tuesday,503
2019-10-01 00:08:30+00:00,2019-10-01,0,Tuesday,504
2019-10-01 00:08:31+00:00,2019-10-01,0,Tuesday,505
2019-10-01 00:08:32+00:00,2019-10-01,0,Tuesday,508
2019-10-01 00:08:33+00:00,2019-10-01,0,Tuesday,509
2019-10-01 00:08:35+00:00,2019-10-01,0,Tuesday,511
2019-10-01 00:08:36+00:00,2019-10-01,0,Tuesday,514
2019-10-01 00:08:40+00:00,2019-10-01,0,Tuesday,515
2019-10-01 00:08:44+00:00,2019-10-01,0,Tuesday,517
2019-10-01 00:08:46+00:00,2019-10-01,0,Tuesday,519
2019-10-01 00:08:48+00:00,2019-10-01,0,Tuesday,521
2019-10-01 00:08:50+00:00,2019-10-01,0,Tuesday,522
2019-10-01 00:08:51+00:00,2019-10-01,0,Tuesday,523
2019-10-01 00:08:52+00:00,2019-10-01,0,Tuesday,524
2019-10-01 00:08:53+00:00,2019-10-01,0,Tuesday,528
2019-10-01 00:08:55+00:00,2019-10-01,0,Tuesday,531
2019-10-01 00:08:57+00:00,2019-10-01,0,Tuesday,532
2019-10-01 00:08:58+00:00,2019-10-01,0,Tuesday,533
2019-10-01 00:08:59+00:00,2019-10-01,0,Tuesday,535
2019-10-01 00:09:01+00:00,2019-10-01,0,Tuesday,537
2019-10-01 00:09:03+00:00,2019-10-01,0,Tuesday,538
2019-10-01 00:09:04+00:00,2019-10-01,0,Tuesday,539
2019-10-01 00:09:05+00:00,2019-10-01,0,Tuesday,541
2019-10-01 00:09:07+00:00,2019-10-01,0,Tuesday,542
2019-10-01 00:09:11+00:00,2019-10-01,0,Tuesday,543
2019-10-01 00:09:13+00:00,2019-10-01,0,Tuesday,545
2019-10-01 00:09:14+00:00,2019-10-01,0,Tuesday,547
2019-10-01 00:09:15+00:00,2019-10-01,0,Tuesday,548
2019-10-01 00:09:16+00:00,2019-10-01,0,Tuesday,552
2019-10-01 00:09:18+00:00,2019-10-01,0,Tuesday,555
2019-10-01 00:09:19+00:00,2019-10-01,0,Tuesday,557
2019-10-01 00:09:20+00:00,2019-10-01,0,Tuesday,559
2019-10-01 00:09:21+00:00,2019-10-01,0,Tuesday,560
2019-10-01 00:09:22+00:00,2019-10-01,0,Tuesday,562
2019-10-01 00:09:23+00:00,2019-10-01,0,Tuesday,567
2019-10-01 00:09:24+00:00,2019-10-01,0,Tuesday,568
2019-10-01 00:09:25+00:00,2019-10-01,0,Tuesday,571
2019-10-01 00:09:26+00:00,2019-10-01,0,Tuesday,574
2019-10-01 00:09:27+00:00,2019-10-01,0,Tuesday,575
2019-10-01 00:09:28+00:00,2019-10-01,0,Tuesday,577
2019-10-01 00:09:29+00:00,2019-10-01,0,Tuesday,580
2019-10-01 00:09:30+00:00,2019-10-01,0,Tuesday,581
2019-10-01 00:09:33+00:00,2019-10-01,0,Tuesday,583
2019-10-01 00:09:34+00:00,2019-10-01,0,Tuesday,585
2019-10-01 00:09:38+00:00,2019-10-01,0,Tuesday,588
2019-10-01 00:09:43+00:00,2019-10-01,0,Tuesday,589
2019-10-01 00:09:44+00:00,2019-10-01,0,Tuesday,593
2019-10-01 00:09:45+00:00,2019-10-01,0,Tuesday,594
2019-10-01 00:09:46+00:00,2019-10-01,0,Tuesday,595
2019-10-01 00:09:47+00:00,2019-10-01,0,Tuesday,596
2019-10-01 00:09:49+00:00,2019-10-01,0,Tuesday,599
2019-10-01 00:09:51+00:00,2019-10-01,0,Tuesday,600
2019-10-01 00:09:53+00:00,2019-10-01,0,Tuesday,601
2019-10-01 00:09:54+00:00,2019-10-01,0,Tuesday,603
2019-10-01 00:09:55+00:00,2019-10-01,0,Tuesday,606
2019-10-01 00:09:56+00:00,2019-10-01,0,Tuesday,609
2019-10-01 00:09:59+00:00,2019-10-01,0,Tuesday,611
2019-10-01 00:10:00+00:00,2019-10-01,0,Tuesday,614
2019-10-01 00:10:03+00:00,2019-10-01,0,Tuesday,616
2019-10-01 00:10:04+00:00,2019-10-01,0,Tuesday,617
2019-10-01 00:10:08+00:00,2019-10-01,0,Tuesday,618
2019-10-01 00:10:09+00:00,2019-10-01,0,Tuesday,621
2019-10-01 00:10:10+00:00,2019-10-01,0,Tuesday,623
2019-10-01 00:10:11+00:00,2019-10-01,0,Tuesday,624
2019-10-01 00:10:13+00:00,2019-10-01,0,Tuesday,626
2019-10-01 00:10:20+00:00,2019-10-01,0,Tuesday,629
2019-10-01 00:10:21+00:00,2019-10-01,0,Tuesday,631
2019-10-01 00:10:22+00:00,2019-10-01,0,Tuesday,632
2019-10-01 00:10:25+00:00,2019-10-01,0,Tuesday,635
2019-10-01 00:10:26+00:00,2019-10-01,0,Tuesday,636
2019-10-01 00:10:27+00:00,2019-10-01,0,Tuesday,637
2019-10-01 00:10:30+00:00,2019-10-01,0,Tuesday,638
2019-10-01 00:10:31+00:00,2019-10-01,0,Tuesday,639
2019-10-01 00:10:33+00:00,2019-10-01,0,Tuesday,642
2019-10-01 00:10:35+00:00,2019-10-01,0,Tuesday,644
2019-10-01 00:10:36+00:00,2019-10-01,0,Tuesday,646
2019-10-01 00:10:37+00:00,2019-10-01,0,Tuesday,648
2019-10-01 00:10:39+00:00,2019-10-01,0,Tuesday,650
2019-10-01 00:10:40+00:00,2019-10-01,0,Tuesday,651
2019-10-01 00:10:41+00:00,2019-10-01,0,Tuesday,652
2019-10-01 00:10:42+00:00,2019-10-01,0,Tuesday,654
